depth (m),age (BP),temperature (degC),Bag (missing),dD (permil)
384.45,12617.324,-4.65,700,-415.6
385,12645.738,-5.15,701,-418.6
385.55,12673.432,-3.88,702,-410.9
386.1,12700.423,-4.35,703,-413.7
386.65,12727.296,-4.19,704,-412.7
387.2,12754.41,-5.28,705,-419.3
387.75,12784.128,-5.53,706,-420.8
388.3,12812.838,-4.1,707,-412.1
388.85,12840.639,-4.74,708,-416
389.4,12867.399,-3.56,709,-408.8
389.95,12894.144,-4.41,710,-413.9
390.5,12921.573,-4.82,711,-416.4
391.05,12949.615,-5.04,712,-417.7
391.6,12978.339,-4.58,713,-414.9
392.15,13005.397,-3.85,714,-410.4
392.7,13032.168,-4.05,715,-411.6
393.25,13058.965,-4.61,716,-415
393.8,13086.632,-5.17,717,-418.4
394.35,13115.49,-4.7,718,-415.5
394.9,13143.252,-4.27,719,-412.9
395.45,13170.493,-3.47,720,-408
396,13195.987,-3.94,721,-410.8
396.55,13221.948,-4.6,722,-414.8
397.1,13248.837,-3.6,723,-408.7
397.65,13274.812,-3.57,724,-408.5
398.2,13300.177,-4.12,725,-411.8
398.75,13326.685,-4.28,726,-412.8
399.3,13353.667,-5.31,727,-419
399.85,13383.184,-5.06,728,-417.5
400.4,13412.043,-4.49,729,-414
400.95,13440.212,-4.92,730,-416.6
401.5,13467.786,-3.97,731,-410.8
402.05,13494.88,-2.76,732,-403.4
402.6,13519.913,-4.46,733,-413.7
403.15,13545.542,-3.88,734,-410.2
403.7,13572.408,-4.83,735,-415.9
404.25,13600.432,-4.98,736,-416.8
404.8,13629.236,-5.06,737,-417.3
405.35,13658.396,-5.03,738,-417.1
405.9,13686.977,-4.18,739,-411.9
406.45,13714.59,-4.78,740,-415.5
407,13742.39,-4.43,741,-413.4
407.55,13770.218,-3.06,742,-405
408.1,13796.346,-5.07,743,-417.2
408.65,13822.44,-3.15,744,-405.5
409.2,13848.447,-4.6,745,-414.3
409.75,13875.427,-4.68,746,-414.8
410.3,13903.423,-4.23,747,-412
410.85,13929.746,-3.49,748,-407.5
411.4,13955.624,-2.82,749,-403.4
411.95,13978.986,-2.64,750,-402.3
412.5,14002.441,-3.24,751,-405.9
413.05,14027.693,-3.98,752,-410.4
413.6,14053.297,-4.05,753,-410.8
414.15,14080.15,-4.48,754,-413.4
414.7,14106.17,-3.27,755,-406
415.25,14131.277,-2.71,756,-402.6
415.8,14155.644,-3,757,-404.3
416.35,14179.566,-3.43,758,-406.9
416.9,14204.522,-4.14,759,-411.2
417.45,14229.948,-1.02,760,-392.2
418,14251.685,-1.93,761,-397.7
418.55,14272.664,-2.16,762,-399.1
419.1,14294.863,-2.69,763,-402.3
419.65,14317.702,-2.5,764,-401.1
420.2,14340.897,-2.96,765,-403.9
420.75,14364.311,-2.52,766,-401.2
421.3,14390.068,-5.32,767,-418.2
421.85,14417.127,-3.78,768,-408.8
422.4,14441.944,-2.71,769,-402.3
422.95,14466.556,-4.17,770,-411.1
423.5,14493.436,-4.17,771,-411.1
424.05,14520.178,-3.55,772,-407.3
424.6,14546.515,-4.59,773,-413.6
425.15,14573.532,-4.2,774,-411.2
425.7,14601.203,-5.42,775,-418.6
426.25,14630.567,-4.94,776,-415.7
426.8,14659.886,-4.22,777,-411.3
427.35,14687.824,-5.03,778,-416.2
427.9,14715.834,-4.44,779,-412.6
428.45,14743.912,-3.62,780,-407.6
429,14770.271,-4.04,781,-410.1
429.55,14796.448,-4.29,782,-411.6
430.1,14823.059,-3.62,783,-407.5
430.65,14849.65,-4.02,784,-409.9
431.2,14876.217,-4.25,785,-411.3
431.75,14904.249,-5.52,786,-419
432.3,14933.365,-2.3,787,-399.4
432.85,14958.733,-4.54,788,-413
433.4,14984.231,-5.1,789,-416.4
433.95,15013.697,-5.09,790,-416.3
434.5,15042.25,-4.05,791,-410
435.05,15069.832,-4.17,792,-410.7
435.6,15097.373,-4.5,793,-412.7
436.15,15124.948,-4.36,794,-411.8
436.7,15152.917,-4.76,795,-414.2
437.25,15181.576,-5.16,796,-416.6
437.8,15211.252,-5.72,797,-420
438.35,15242.071,-5.47,798,-418.5
438.9,15273.159,-5.66,799,-419.6
439.45,15304.244,-5.51,800,-418.7
440,15335.388,-5.74,801,-420.1
440.55,15366.497,-5.7,802,-419.8
441.1,15397.435,-4.75,803,-414
441.65,15427.132,-5.11,804,-416.2
442.2,15456.567,-5.35,805,-417.6
442.75,15487.411,-6.01,806,-421.6
443.3,15518.265,-5.19,807,-416.6
443.85,15549.198,-6.37,808,-423.8
444.4,15581.198,-4.8,809,-414.2
444.95,15612.006,-5.39,810,-417.8
445.5,15641.947,-5.25,811,-416.9
446.05,15672.478,-5.61,812,-419.1
446.6,15703.062,-5.32,813,-417.3
447.15,15733.746,-5.62,814,-419.1
447.7,15765.161,-5.82,815,-420.3
448.25,15797.106,-6.18,816,-422.5
448.8,15829.699,-5.39,817,-417.7
449.35,15861.712,-6.66,818,-425.4
449.9,15894.148,-5.91,819,-420.8
450.45,15927.097,-5.96,820,-421.1
451,15959.894,-6.46,821,-424.1
451.55,15993.854,-6.9,822,-426.8
452.1,16028.602,-6.76,823,-425.9
452.65,16063.305,-5.94,824,-420.9
453.2,16096.174,-6.1,825,-421.9
453.75,16128.82,-6.07,826,-421.7
454.3,16161.632,-6.22,827,-422.6
454.85,16195.979,-7.41,828,-429.8
455.4,16230.9,-6.44,829,-423.9
455.95,16265.795,-6.12,830,-421.9
456.5,16299.185,-6.76,831,-425.8
457.05,16333.924,-6.79,832,-426
457.6,16368.984,-6.75,833,-425.7
458.15,16404.127,-6.86,834,-426.4
458.7,16440.283,-8.15,835,-434.2
459.25,16478.184,-7.05,836,-427.5
459.8,16515.81,-7.44,837,-429.9
460.35,16552.606,-7.15,838,-428.1
460.9,16589.141,-6.82,839,-426.1
461.45,16626.293,-8.83,840,-438.3
462,16665.412,-7.37,841,-429.4
462.55,16705.078,-8.21,842,-434.5
463.1,16744.416,-8.11,843,-433.9
463.65,16784.496,-8.23,844,-434.6
464.2,16825.201,-9,845,-439.3
464.75,16867.379,-7.74,846,-431.6
465.3,16907.055,-7.8,847,-432
465.85,16946.506,-8.38,848,-435.5
466.4,16986.029,-7.38,849,-429.4
466.95,17024.641,-8.66,850,-437.2
467.5,17066.197,-7.4,851,-429.5
468.05,17105.486,-9.37,852,-441.5
468.6,17148.098,-8.5,853,-436.2
469.15,17190.486,-8.4,854,-435.6
469.7,17232.621,-9.11,855,-439.9
470.25,17275.229,-8.39,856,-435.5
470.8,17317.676,-9.08,857,-439.7
471.35,17361.42,-9.54,858,-442.5
471.9,17407.174,-9.47,859,-442.1
472.45,17452.947,-9.47,860,-442.1
473,17498.705,-9.7,861,-443.5
473.55,17545.201,-8.13,862,-433.9
474.1,17586.385,-8.97,863,-439
474.65,17630.19,-9.74,864,-443.7
475.2,17675.682,-8.9,865,-438.6
475.75,17719.914,-8.87,866,-438.4
476.3,17764.039,-9.54,867,-442.5
476.85,17809.803,-9.82,868,-444.2
477.4,17856.74,-9.64,869,-443.1
477.95,17903.15,-9.21,870,-440.5
478.5,17948.527,-9.25,871,-440.7
479.05,17993.217,-8.94,872,-438.8
479.6,18037.465,-9.18,873,-440.3
480.15,18082.231,-9.45,874,-441.9
480.7,18128.004,-9.41,875,-441.7
481.25,18173.834,-9.36,876,-441.4
481.8,18219.481,-9.51,877,-442.3
482.35,18265.742,-9.4,878,-441.6
482.9,18311.781,-10.35,879,-447.4
483.45,18361.486,-8.67,880,-437.2
484,18404.789,-9.26,881,-440.8
484.55,18449.328,-8.56,882,-436.5
485.1,18493.432,-9.92,883,-444.8
485.65,18539.721,-9.21,884,-440.5
486.2,18585.959,-9.61,885,-442.9
486.75,18632.184,-9.36,886,-441.4
487.3,18677.91,-9.02,887,-439.3
487.85,18723.449,-9.69,888,-443.4
488.4,18769.012,-8.84,889,-438.2
488.95,18815.008,-10.12,890,-446
489.5,18862.025,-9.34,891,-441.3
490.05,18907.826,-8.44,892,-435.8
490.6,18952.568,-10.43,893,-447.9
491.15,19001.16,-9.89,894,-444.6
491.7,19048.783,-8.52,895,-436.3
492.25,19093.137,-9.54,896,-442.5
492.8,19139.223,-9.34,897,-441.3
493.35,19184.881,-7.81,898,-432
493.9,19225.744,-9.55,899,-442.6
494.45,19271.894,-8.91,900,-438.7
495,19317.18,-9.96,901,-445.1
495.55,19364.705,-9.16,902,-440.2
496.1,19411.098,-9.75,903,-443.8
496.65,19458.414,-9.62,904,-443
497.2,19506.418,-10.19,905,-446.5
497.75,19555.172,-9.37,906,-441.5
498.3,19602.926,-10.19,907,-446.5
498.85,19652.002,-9.93,908,-444.9
499.4,19700.217,-8.94,909,-438.9
499.95,19745.574,-8.84,910,-438.3
500.5,19789.531,-8.53,911,-436.4
501.05,19833.924,-9.51,912,-442.4
501.6,19880.94,-10.43,913,-448
502.15,19930.518,-9.81,914,-444.2
502.7,19979.217,-9.4,915,-441.7
503.25,20025.949,-9.04,916,-439.5
503.8,20071.977,-9.46,917,-442.1
504.35,20117.719,-8.71,918,-437.5
504.9,20163.352,-9.79,919,-444.1
505.45,20210.318,-9.22,920,-440.6
506,20257.096,-9.53,921,-442.5
506.55,20304.365,-9.69,922,-443.5
507.1,20352.424,-9.72,923,-443.7
507.65,20401.035,-10.18,924,-446.5
508.2,20450.209,-8.92,925,-438.8
508.75,20495.971,-8.83,926,-438.3
509.3,20540.707,-9.31,927,-441.2
509.85,20587.162,-9.49,928,-442.3
510.4,20634.56,-9.65,929,-443.3
510.95,20682.713,-9.64,930,-443.2
511.5,20730.742,-9.03,931,-439.5
512.05,20776.412,-9.36,932,-441.5
512.6,20823.231,-9.41,933,-441.8
513.15,20870.393,-9.47,934,-442.2
513.7,20917.754,-9.39,935,-441.7
514.25,20965.465,-10.14,936,-446.3
514.8,21014.859,-9.25,937,-440.9
515.35,21062.258,-9.52,938,-442.5
515.9,21109.154,-8.74,939,-437.8
516.45,21154.613,-9.06,940,-439.7
517,21201.139,-10.02,941,-445.6
517.55,21250.269,-10.04,942,-445.7
518.1,21299.615,-9.2,943,-440.6
518.65,21346.318,-8.59,944,-436.9
519.2,21390.191,-7.92,945,-432.8
519.75,21434.578,-10.1,946,-446.1
520.3,21482.307,-9.71,947,-443.7
520.85,21530.715,-8.9,948,-438.8
521.4,21577.678,-9.64,949,-443.3
521.95,21625.988,-10.12,950,-446.2
522.5,21675.769,-9.57,951,-442.9
523.05,21724.059,-8.96,952,-439.2
523.6,21770.16,-8.72,953,-437.7
524.15,21814.926,-8.47,954,-436.2
524.7,21859.185,-9.42,955,-442
525.25,21906.525,-9.14,956,-440.3
525.8,21953.199,-9.6,957,-443.1
526.35,22001.818,-9.45,958,-442.2
526.9,22049.842,-9.82,959,-444.4
527.45,22099.461,-9.98,960,-445.4
528,22149.85,-9.67,961,-443.5
528.55,22198.836,-8.81,962,-438.3
529.1,22244.49,-10.04,963,-445.8
529.65,22295.082,-9.91,964,-445
530.2,22345.219,-8.36,965,-435.6
530.75,22389.164,-9.14,966,-440.3
531.3,22435.846,-9.41,967,-442
531.85,22483.273,-8.74,968,-437.9
532.4,22529.303,-9.22,969,-440.8
532.95,22576.781,-9.92,970,-445.1
533.5,22625.693,-9,971,-439.5
534.05,22673.793,-9.98,972,-445.5
534.6,22723.018,-9.36,973,-441.7
535.15,22771.824,-9.62,974,-443.3
535.7,22820.506,-9.39,975,-441.9
536.25,22869.25,-9.73,976,-444
536.8,22918.469,-9.55,977,-442.9
537.35,22967.154,-9.11,978,-440.2
537.9,23013.898,-8.43,979,-436.1
538.45,23059.291,-8.84,980,-438.6
539,23104.051,-8.23,981,-434.9
539.55,23148.93,-8.99,982,-439.5
540.1,23194.94,-9.19,983,-440.7
540.65,23241.906,-8.79,984,-438.3
541.2,23288.963,-10.25,985,-447.2
541.75,23339.725,-9.36,986,-441.8
542.3,23388.42,-8.95,987,-439.3
542.85,23435.451,-9.28,988,-441.3
543.4,23483.023,-8.69,989,-437.7
543.95,23528.818,-8.88,990,-438.9
544.5,23575.156,-9.05,991,-439.9
545.05,23622.053,-8.64,992,-437.4
545.6,23667.76,-8.95,993,-439.3
546.15,23714.537,-9.29,994,-441.4
546.7,23762.537,-9.36,995,-441.8
547.25,23811.9,-10.39,996,-448.1
547.8,23864.094,-9.95,997,-445.4
548.35,23915.5,-9.62,998,-443.4
548.9,23965.435,-9.52,999,-442.8
549.45,24015.4,-10.58,1000,-449.3
550,24069.168,-9.68,1001,-443.8
550.55,24119.492,-9.4,1002,-442.1
551.1,24168.389,-9.05,1003,-440
551.65,24215.861,-9,1004,-439.7
552.2,24263.496,-9.76,1005,-444.3
552.75,24313.582,-9.33,1006,-441.7
553.3,24362.869,-10.07,1007,-446.2
553.85,24414.713,-10.1,1008,-446.4
554.4,24466.822,-7.98,1009,-433.5
554.95,24510.768,-8.99,1010,-439.7
555.5,24558.215,-9.9,1011,-445.2
556.05,24609.277,-10.21,1012,-447.1
556.6,24662.045,-10.06,1013,-446.2
557.15,24714.418,-9.96,1014,-445.6
557.7,24766.283,-9.89,1015,-445.2
558.25,24817.815,-9.54,1016,-443.1
558.8,24867.93,-9.84,1017,-444.9
559.35,24919.125,-9.39,1018,-442.2
559.9,24968.809,-9.83,1019,-444.9
560.45,25020.172,-9.95,1020,-445.6
561,25072.041,-9.83,1021,-444.9
561.55,25123.262,-9.35,1022,-442
562.1,25172.91,-9.35,1023,-442
562.65,25222.842,-10.21,1024,-447.2
563.2,25275.857,-10.48,1025,-448.9
563.75,25330.25,-10.32,1026,-447.9
564.3,25383.537,-9.54,1027,-443.2
564.85,25435.09,-9.87,1028,-445.2
565.4,25486.584,-9.84,1029,-445
565.95,25538.188,-9.67,1030,-444
566.5,25589.227,-9.54,1031,-443.2
567.05,25639.566,-9.3,1032,-441.8
567.6,25690.203,-10.19,1033,-447.2
568.15,25742.604,-10.02,1034,-446.2
568.7,25795.117,-9.53,1035,-443.2
569.25,25847.008,-10.47,1036,-448.9
569.8,25899.91,-8.93,1037,-439.6
570.35,25949.566,-9.61,1038,-443.7
570.9,26000.443,-10.2,1039,-447.3
571.45,26053.055,-8.98,1040,-439.9
572,26102.57,-9.85,1041,-445.2
572.55,26154.269,-9.96,1042,-445.9
573.1,26206.688,-9.17,1043,-441.1
573.65,26256.574,-10.4,1044,-448.6
574.2,26311.121,-9.96,1045,-445.9
574.75,26363.738,-9.02,1046,-440.2
575.3,26412.631,-9.94,1047,-445.8
575.85,26465.146,-9.34,1048,-442.2
576.4,26515.504,-9.59,1049,-443.7
576.95,26566.799,-9.96,1050,-446
577.5,26619.848,-10.19,1051,-447.4
578.05,26673.854,-10.11,1052,-446.9
578.6,26726.717,-9.05,1053,-440.5
579.15,26777.023,-9.48,1054,-443.1
579.7,26827.734,-9.72,1055,-444.6
580.25,26879.984,-10.13,1056,-447.1
580.8,26933.039,-9.59,1057,-443.8
581.35,26985.316,-9.75,1058,-444.8
581.9,27037.375,-9.7,1059,-444.5
582.45,27089.783,-9.93,1060,-445.9
583,27141.938,-9.22,1061,-441.6
583.55,27192.17,-8.79,1062,-439
584.1,27240.125,-8.28,1063,-435.9
584.65,27287.25,-8.84,1064,-439.3
585.2,27332.85,-6.91,1065,-427.6
585.75,27377.195,-9.25,1066,-441.8
586.3,27425.344,-9.03,1067,-440.5
586.85,27474.549,-8.69,1068,-438.4
587.4,27523.361,-10.51,1069,-449.5
587.95,27577.83,-9.14,1070,-441.2
588.5,27627.748,-7.86,1071,-433.4
589.05,27673.014,-7.71,1072,-432.5
589.6,27717.084,-8.61,1073,-438
590.15,27764.615,-8.94,1074,-440
590.7,27813.752,-9.4,1075,-442.8
591.25,27864.051,-8.38,1076,-436.6
591.8,27911.594,-8.81,1077,-439.2
592.35,27960.672,-9.87,1078,-445.7
592.9,28013.508,-10.22,1079,-447.8
593.45,28067.994,-9.15,1080,-441.3
594,28118.685,-9.42,1081,-443
594.55,28170.19,-9.93,1082,-446.1
595.1,28223.84,-9.42,1083,-443
595.65,28275.361,-8.71,1084,-438.7
596.2,28323.736,-8.89,1085,-439.8
596.75,28372.572,-8.2,1086,-435.6
597.3,28418.771,-7.84,1087,-433.4
597.85,28464.519,-8.69,1088,-438.6
598.4,28511.979,-8.61,1089,-438.1
598.95,28560.045,-8.59,1090,-438
599.5,28608.334,-8.87,1091,-439.7
600.05,28657.871,-9.46,1092,-443.3
600.6,28708.732,-9.14,1093,-441.4
601.15,28759.32,-8.91,1094,-440
601.7,28809.467,-9.27,1095,-442.2
602.25,28859.107,-8.35,1096,-436.6
602.8,28907.815,-8.88,1097,-439.8
603.35,28955.953,-8.28,1098,-436.2
603.9,29003.885,-8.72,1099,-438.9
604.45,29051.775,-8.26,1100,-436.1
605,29098.896,-8.1,1101,-435.1
605.55,29145.213,-8.23,1102,-435.9
606.1,29191.83,-7.39,1103,-430.8
606.65,29235.83,-8.6,1104,-438.2
607.2,29282.793,-7.55,1105,-431.8
607.75,29327.973,-7.93,1106,-434.1
608.3,29374.799,-9.42,1107,-443.2
608.85,29424.635,-8.88,1108,-439.9
609.4,29474.418,-8.42,1109,-437.1
609.95,29522.547,-8.35,1110,-436.7
610.5,29570.121,-8.42,1111,-437.1
611.05,29617.69,-8.33,1112,-436.6
611.6,29664.723,-7.82,1113,-433.5
612.15,29710.84,-8.36,1114,-436.8
612.7,29758.289,-8.9,1115,-440.1
613.25,29808.354,-9.82,1116,-445.7
613.8,29862.152,-9.44,1117,-443.4
614.35,29914.83,-9.38,1118,-443
614.9,29967.449,-9.85,1119,-445.9
615.45,30020.41,-8.4,1120,-437.1
616,30070.815,-10.03,1121,-447
616.55,30124.268,-9.25,1122,-442.3
617.1,30176.69,-9.19,1123,-441.9
617.65,30227.424,-8.31,1124,-436.6
618.2,30277.334,-9.94,1125,-446.5
618.75,30329.678,-8.61,1126,-438.4
619.3,30380.344,-9.06,1127,-441.2
619.85,30431.078,-9.19,1128,-442
620.4,30482.633,-9.19,1129,-442
620.95,30534.438,-9.29,1130,-442.6
621.5,30586.117,-8.88,1131,-440.1
622.05,30636.842,-8.88,1132,-440.1
622.6,30687.205,-8.87,1133,-440.1
623.15,30737.555,-8.87,1134,-440.1
623.7,30787.928,-8.87,1135,-440.1
624.25,30837.328,-7.57,1136,-432.2
624.8,30883.729,-8.69,1137,-439
625.35,30932.881,-8.77,1138,-439.5
625.9,30982.828,-8.52,1139,-438
626.45,31031.861,-9.51,1140,-444
627,31085.453,-9.93,1141,-446.6
627.55,31140.68,-9.29,1142,-442.7
628.1,31193.662,-9.47,1143,-443.8
628.65,31247.418,-10.04,1144,-447.3
629.2,31302.641,-9.42,1145,-443.5
629.75,31355.975,-8.91,1146,-440.4
630.3,31407.549,-9.07,1147,-441.4
630.85,31458.865,-8.9,1148,-440.4
631.4,31510.971,-9.87,1149,-446.3
631.95,31564.449,-8.92,1150,-440.5
632.5,31618.109,-10.36,1151,-449.3
633.05,31673.229,-9.19,1152,-442.2
633.6,31725.035,-7.5,1153,-431.9
634.15,31772.871,-8.3,1154,-436.8
634.7,31821.01,-8.88,1155,-440.3
635.25,31870.973,-8.5,1156,-438
635.8,31919.346,-7.07,1157,-429.3
636.35,31964.834,-8.12,1158,-435.7
636.9,32011.539,-6.9,1159,-428.3
637.45,32055.277,-8.4,1160,-437.4
638,32103.898,-8.64,1161,-438.9
638.55,32153.625,-8.31,1162,-436.9
639.1,32202.914,-8.81,1163,-439.9
639.65,32252.856,-8.2,1164,-436.2
640.2,32301.793,-8.38,1165,-437.3
640.75,32349.986,-7.78,1166,-433.7
641.3,32398.519,-9.02,1167,-441.2
641.85,32447.789,-7.95,1168,-434.7
642.4,32496.432,-8.09,1169,-435.6
642.95,32545.318,-9.16,1170,-442.1
643.5,32597.551,-9.77,1171,-445.8
644.05,32652.215,-9.46,1172,-443.9
644.6,32706.592,-9.31,1173,-443
645.15,32760.91,-9.88,1174,-446.5
645.7,32815.945,-9.24,1175,-442.6
646.25,32869.211,-8.59,1176,-438.7
646.8,32920.754,-9.25,1177,-442.7
647.35,32972.945,-8.74,1178,-439.6
647.9,33023.863,-8.18,1179,-436.2
648.45,33072.793,-8.03,1180,-435.3
649,33120.77,-7.93,1181,-434.7
649.55,33167.953,-7.53,1182,-432.3
650.1,33214.867,-8.06,1183,-435.5
650.65,33262.148,-7.76,1184,-433.7
651.2,33309.129,-7.48,1185,-432
651.75,33355.293,-8.3,1186,-437
652.3,33404.309,-8.06,1187,-435.5
652.85,33452.621,-8.47,1188,-438
653.4,33502.363,-8.14,1189,-436
653.95,33551.09,-8.12,1190,-435.9
654.5,33599.309,-7.72,1191,-433.5
655.05,33648.016,-9.32,1192,-443.2
655.6,33699.25,-8.1,1193,-435.8
656.15,33749.637,-8.77,1194,-439.9
656.7,33801.266,-9.53,1195,-444.5
657.25,33855.629,-9.53,1196,-444.5
657.8,33910.828,-9.53,1197,-444.5
658.35,33966.059,-9.52,1198,-444.5
658.9,34021.309,-9.52,1199,-444.5
659.45,34076.543,-9.16,1200,-442.3
660,34130.02,-8.53,1201,-438.5
660.55,34180.766,-9.12,1202,-442.1
661.1,34234.141,-8.97,1203,-441.2
661.65,34287.043,-9.58,1204,-444.9
662.2,34342.359,-9.08,1205,-441.9
662.75,34395.422,-8.19,1206,-436.5
663.3,34445.176,-8.03,1207,-435.5
663.85,34493.93,-8.55,1208,-438.7
664.4,34544.66,-7.39,1209,-431.6
664.95,34591.07,-8.34,1210,-437.4
665.5,34640.352,-7.75,1211,-433.8
666.05,34688.105,-7.68,1212,-433.4
666.6,34736.156,-8.48,1213,-438.3
667.15,34784.805,-7.35,1214,-431.4
667.7,34831.969,-7.4,1215,-431.7
668.25,34879.094,-8.37,1216,-437.6
668.8,34927.895,-8.04,1217,-435.6
669.35,34976.75,-7.69,1218,-433.5
669.9,35023.988,-7.03,1219,-429.5
670.45,35069.375,-7.69,1220,-433.5
671,35116.707,-8.41,1221,-437.9
671.55,35166.957,-7.72,1222,-433.7
672.1,35214.359,-7.09,1223,-429.9
672.65,35260.195,-7.52,1224,-432.5
673.2,35307.312,-8.18,1225,-436.5
673.75,35356.285,-8.24,1226,-436.9
674.3,35405.91,-8.06,1227,-435.8
674.85,35453.852,-6.81,1228,-428.2
675.4,35500.898,-8.52,1229,-438.6
675.95,35550.52,-8.67,1230,-439.5
676.5,35601.586,-7.81,1231,-434.3
677.05,35650.328,-7.61,1232,-433.1
677.6,35697.891,-7.89,1233,-434.8
678.15,35746.363,-8.68,1234,-439.6
678.7,35798.383,-8.18,1235,-436.6
679.25,35848.41,-9.24,1236,-443
679.8,35902.938,-7.97,1237,-435.3
680.35,35952.02,-8.02,1238,-435.6
680.9,36001.242,-8.08,1239,-436
681.45,36050.672,-8.05,1240,-435.8
682,36100.801,-9.07,1241,-442
682.55,36153.832,-8.69,1242,-439.7
683.1,36206.273,-8.54,1243,-438.8
683.65,36257.84,-8.32,1244,-437.5
684.2,36308.273,-7.84,1245,-434.6
684.75,36357.219,-7.84,1246,-434.6
685.3,36406.09,-8.09,1247,-436.1
685.85,36455.645,-8.2,1248,-436.8
686.4,36505.566,-8.05,1249,-435.9
686.95,36554.992,-7.77,1250,-434.2
687.5,36604.469,-8.44,1251,-438.3
688.05,36654.672,-8.08,1252,-436.1
688.6,36704.707,-7.95,1253,-435.3
689.15,36754.754,-8.66,1254,-439.6
689.7,36806.641,-8.84,1255,-440.7
690.25,36859.438,-8.54,1256,-438.9
690.8,36911.289,-8.17,1257,-436.7
691.35,36960.895,-7,1258,-429.6
691.9,37007.125,-6.63,1259,-427.3
692.45,37051.363,-7.91,1260,-435.1
693,37100.387,-7.88,1261,-434.9
693.55,37149.457,-7.89,1262,-435
694.1,37197.52,-6.62,1263,-427.3
694.65,37243.715,-7.79,1264,-434.4
695.2,37290.035,-6.84,1265,-428.6
695.75,37337.094,-7.91,1266,-435.1
696.3,37384.027,-6.84,1267,-428.6
696.85,37430.84,-8.14,1268,-436.5
697.4,37479.5,-6.85,1269,-428.7
697.95,37525.086,-7.18,1270,-430.7
698.5,37570.656,-6.04,1271,-423.8
699.05,37613.34,-6.18,1272,-424.6
699.6,37655.695,-6.27,1273,-425.2
700.15,37697.395,-5.14,1274,-418.3
700.7,37737.125,-6.41,1275,-426
701.25,37779.328,-5.22,1276,-418.8
701.8,37818.648,-4.66,1277,-415.4
702.35,37857.719,-6.16,1278,-424.5
702.9,37898.871,-7.17,1279,-430.6
703.45,37945.117,-7.23,1280,-431
704,37992.121,-7.86,1281,-434.8
704.55,38038.914,-5.98,1282,-423.4
705.1,38081.98,-5.5,1283,-420.5
705.65,38124.078,-7.13,1284,-430.4
706.2,38168.789,-7.25,1285,-431.1
706.75,38215.441,-7.63,1286,-433.4
707.3,38263.098,-5.83,1287,-422.5
707.85,38306.223,-7.28,1288,-431.3
708.4,38350.582,-6.29,1289,-425.3
708.95,38394.977,-6.57,1290,-427
709.5,38439.113,-7.03,1291,-429.8
710.05,38484.422,-6.62,1292,-427.3
710.6,38528.832,-6.39,1293,-425.9
711.15,38572.305,-6.41,1294,-426
711.7,38615.691,-6.34,1295,-425.6
712.25,38659.52,-6.82,1296,-428.5
712.8,38704.398,-7.18,1297,-430.7
713.35,38750.848,-7.53,1298,-432.8
713.9,38798.395,-6.15,1299,-424.4
714.45,38841.578,-6.89,1300,-428.9
715,38886.324,-6.59,1301,-427.1
715.55,38930.684,-6.46,1302,-426.3
716.1,38976.023,-7.78,1303,-434.3
716.65,39022.762,-6.87,1304,-428.8
717.2,39068.512,-5.95,1305,-423.2
717.75,39111.234,-8.05,1306,-436
718.3,39161.156,-7.73,1307,-434
718.85,39210.531,-8.2,1308,-436.9
719.4,39261.293,-8.05,1309,-436
719.95,39311.809,-7.97,1310,-435.5
720.5,39362.172,-8.2,1311,-436.9
721.05,39412.914,-7.97,1312,-435.5
721.6,39463.348,-8.03,1313,-435.9
722.15,39514.754,-9.02,1314,-441.9
722.7,39569.004,-9.2,1315,-443
723.25,39624.797,-9.1,1316,-442.4
723.8,39679.812,-8.18,1317,-436.8
724.35,39732.289,-9.24,1318,-443.3
724.9,39787.219,-7.83,1319,-434.7
725.45,39837.918,-8.48,1320,-438.7
726,39889.734,-7.74,1321,-434.2
726.55,39939.781,-8.12,1322,-436.5
727.1,39989.688,-7.2,1323,-430.9
727.65,40038.551,-8.25,1324,-437.3
728.2,40088.539,-7.74,1325,-434.2
728.75,40138.293,-7.59,1326,-433.3
729.3,40188.375,-8.63,1327,-439.6
729.85,40240.508,-8.53,1328,-439
730.4,40293.492,-8.41,1329,-438.3
730.95,40344.656,-7.19,1330,-430.9
731.5,40393.543,-7.54,1331,-433
732.05,40441.41,-7.26,1332,-431.3
732.6,40490.359,-8.54,1333,-439.1
733.15,40542.57,-8.89,1334,-441.2
733.7,40596.898,-8.72,1335,-440.2
734.25,40651.094,-8.7,1336,-440.1
734.8,40705.227,-8.82,1337,-440.8
735.35,40759.195,-8.42,1338,-438.4
735.9,40812.004,-8.14,1339,-436.7
736.45,40865.148,-9.39,1340,-444.3
737,40919.68,-8.15,1341,-436.8
737.55,40972.422,-8.02,1342,-436
738.1,41023.172,-7.77,1343,-434.5
738.65,41073.027,-7.57,1344,-433.3
739.2,41123.309,-8.58,1345,-439.4
739.75,41174.219,-7.31,1346,-431.7
740.3,41222.582,-6.45,1347,-426.5
740.85,41268.527,-7.55,1348,-433.2
741.4,41316.648,-7.58,1349,-433.4
741.95,41365.73,-7.83,1350,-434.9
742.5,41415.852,-8.57,1351,-439.4
743.05,41469.328,-6.66,1352,-427.8
743.6,41515.59,-8.83,1353,-441
744.15,41569.203,-7.79,1354,-434.7
744.7,41620.02,-8.73,1355,-440.4
745.25,41673.77,-7.95,1356,-435.7
745.8,41724.941,-8.22,1357,-437.3
