TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,variableNameOriginal,units,description,"paleoDataNotes
",climateVariable,climateVariableDetail,seasonality,direction,basis,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
GH8784f3d0,MD01-2444.Martrat.2007,MarineSediment,"Martrat, B. ; Grimalt, J. O. ; Shackleton, N. J. ; de Abreu, L. ; Hutterli, M. A. ; Stocker, T. F.",2007,10.1126/science.1139994,NA,NA,NA,NA,37.565,-10.134,-2656,MD01-2446,unassigned,60,420000,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD01-2444.Martrat.2007.html
GHfe30708f,MD022529.Leduc.2007,LakeSediment,"Leduc, Guillaume ; Vidal, Laurence ; Tachikawa, Kazuyo ; Rostek, Frauke ; Sonzogni, Corinne ; Beaufort, Luc ; Bard, Edouard",2007,10.1038/nature05578,NA,NA,NA,NA,8.2,-84.1,-1619,MD02-2529,unassigned,112,14635,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,Summer,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD022529.Leduc.2007.html
LPD947a7acd,MD94-103.Sicre.2005,MarineSediment,"SICRE, M ; LABEYRIE, L ; EZAT, U ; DUPRAT, J ; TURON, J ; SCHMIDT, S ; MICHEL, E ; MAZAUD, A",2005,10.1016/j.epsl.2005.09.032,NA,NA,NA,https://doi.org/10.1016/j.epsl.2005.09.032,-45.583,86.533,-3560,NA,unassigned,5040,50058,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,NA,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD94-103.Sicre.2005.html
PYTCLSS06CB,MD95-2015.Giraudeau.2002,MarineSediment,NA,2002,10.1016/S0277-3791(01)00105-6,NA,NA,NA,NA,58.7667,-25.9667,NA,MD95-2015,NA,724.8,10027.6,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,ANN,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD95-2015.Giraudeau.2002.html
GH8f679b6d,MD952043,MarineSediment,"Cacho, Isabel ; Grimalt, Joan O. ; Canals, Miquel ; Sbaffi, Laura ; Shackleton, Nick J. ; Schoenfeld, Joachim ; Zahn, Rainer",2001,10.1029/2000PA000502,NA,NA,NA,NA,36.1,-2.6,-1000,MD95-2043,unassigned,1081.8,14689.231,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD952043.html
LPDfba15ede,MD97-2151.Yamamoto.2013,MarineSediment,"Ho, Sze Ling ; Laepple, Thomas",2016,10.1038/ngeo2763,NA,NA,NA,https://doi.org/10.1594/PANGAEA.861250,8.728,109.869,-1598,MD97-2152,unassigned,955,154522,alkenone,NA,temperature,SST_UK37,degC,"Sea surface temperature, annual mean [   C] (SST (1-12)) * PI: Yamamoto, Masanobu (myama@ees.hokudai.ac.jp) * METHOD: Calculated from UK37 (Pelejero & Grimalt, 1997) (URI: https://doi.org/10.1016/S0016-7037(97)00280-9)","METHOD: Calculated from UK37 (Pelejero & Grimalt, 1997) (URI: https://doi.org/10.1016/S0016-7037(97)00280-9)",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD97-2151.Yamamoto.2013.html
GHf86f4afa,MD972120,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,NA,NA,NA,NA,-45.5,174.9,NA,MD97-2120,unassigned,1951,12787,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD972120.html
GHe9ab6408,MD972121,MarineSediment,"Pahnke, Katharina ; Sachs, Julian P.",2006,10.1029/2005PA001191,NA,NA,NA,NA,-40.4,178,NA,MD97-2121,unassigned,3316.25,12464.9,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD972121.html
LPD8d94d24a,MD99-2266.Moossen.2015,MarineSediment,"Moossen, Heiko ; Bendle, James ; Seki, Osamu ; Quillmann, Ursula ; Kawamura, Kimitaka",2015,10.1016/j.quascirev.2015.10.013,NA,NA,NA,https://www.ncdc.noaa.gov/paleo/study/20023,66.2295,-23.2655,-106,MD99-2269,unassigned,310,10744,alkenone,NA,temperature,SST,degC,"Sea Surface Temperature from Uk'37,,0.44,degrees centigrade,,Climate Reconstructions,,UK'37 values were converted to SSTs using the calibration equation published by Conte et al. (2006),N","Sea Surface Temperature from Uk'37,,0.44,degrees centigrade,,Climate Reconstructions,,UK'37 values were converted to SSTs using the calibration equation published by Conte et al. (2006),N",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MD99-2266.Moossen.2015.html
O2kLR_147,NIOP905_UK37,MarineSediment,"Huguet, Carme ; Kim, Jung-Hyun ; Sinninghe Damste, Jaap S. ; Schouten, Stefan",2006,10.1029/2005PA001215,NA,NA,NA,NA,10.6,51.9,-1567,NIOP-905,unassigned,19,14651,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/NIOP905_UK37.html
GHe1408c43,OCE326GGC26,MarineSediment,"Sachs, Julian P.",2007,10.1029/2006GL028495,NaN,NA,NA,NA,43,-55,-3975,OCE326-GGC26,unassigned,100,11830,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/OCE326GGC26.html
LPD2ac66d7d,OCE326GGC30,MarineSediment,"Sachs, Julian P.",2007,10.1029/2006GL028495,NaN,NA,NA,NA,44,-63,-250,OCE326-GGC30,unassigned,0,12920,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/OCE326GGC30.html
LPD2d2ae711,ODP1019.Barron.2003,MarineSediment,"Barron, John A. ; Heusser, Linda ; Herbert, Timothy ; Lyle, Mitch",2003,10.1029/2002PA000768,NA,NA,NA,NA,41.682,-124.93,-980,ODP1019,WNA,160,14940,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ODP1019.Barron.2003.html
GHdaff1a81,ODP1751078C,MarineSediment,"Kim, Jung-Hyun ; Schneider, Ralph R. ; Mulitza, Stefan ; Mueller, Peter J.",2003,10.1029/2003GL017557,NA,NA,NA,NA,-11.9208,13.4002,NA,ODP175-1078C,unassigned,20,24740,alkenone,NA,temperature,NA,degC,temperature,NA,T,sea@surface,NA,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ODP1751078C.html
LPD9c79485dxxxx,ODP658C_UK37.Zhao.1995,MarineSediment,"Zhao, M. ; Beveridge, N. A. S. ; Shackleton, N. J. ; Sarnthein, M. ; Eglinton, G.",1995,10.1029/94PA03354,NA,NA,NA,NA,20.75,-18.58,-2263,ODP658C_UK37,unassigned,137,22589,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/ODP658C_UK37.Zhao.1995.html
LPD13ec3942,P178-15P.Tierney.2015,MarineSediment,"Tierney, Jessica E. ; Pausata, Francesco S. R. ; deMenocal, Peter",2015,10.1038/ngeo2603,NA,NA,NA,NA,11.955,44.3,-869,P178-15P,unassigned,-18,39485,alkenone,NA,temperature,sst0x2Duk37,degC,NA,Sonzogni et al. 1997 Quaternary Research,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,Sonzogni et al. 1997 Quaternary Research,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/P178-15P.Tierney.2015.html
LPD400b420c,PC2.Seki.2004,MarineSediment,"Seki, O. ; Ikehara, M. ; Kawamura, K. ; Nakatsuka, T. ; Ohnishi, K. ; Wakatsuchi, M. ; Narita, H. ; Sakamoto, T.",2004,10.1029/2002PA000808,NA,NA,NA,NA,50.395,148.323,-1258,PC2,unassigned,50,10110,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,NA,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/PC2.Seki.2004.html
GH1e0d8189,SO136GC11.Barrows.2007,MarineSediment,"Barrows, T. T. ; Lehman, S. J. ; Fifield, L. K. ; De Deckker, P.",2007,10.1126/science.1145873,NaN,NA,NA,NA,-43.5,167.9,NA,SO136-GC11,unassigned,50,13830,alkenone,NA,temperature,NA,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SO136GC11.Barrows.2007.html
dearFatcat100,SO139-74KL.Luckge.2008,MarineSediment,"Lueckge, Andreas ; Mohtadi, Mahyar ; Ruehlemann, Carsten ; Scheeder, Georg ; Vink, Annemiek ; Reinhardt, Lutz ; Wiedicke, Michael",2009,10.1029/2008PA001627,NA,NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.882100,-6.543,103.833,-1690,SO139-74KL,unassigned,1007,292000,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/SO139-74KL.Luckge.2008.html
LPDbc4843c1,SSDP102,MarineSediment,"Kim, Jung-Hyun ; Rimbu, Norel ; Lorenz, Stephan J. ; Lohmann, Gerrit ; Nam, Seung-Il ; Schouten, Stefan ; Ruehlemann, Carsten ; Schneider, Ralph R.",2004,10.1016/j.quascirev.2004.08.010,"Yoo, Dong G. ; Kim, Seong P. ; Chang, Tae S. ; Kong, Gee S. ; Kang, Nyeon K. ; Kwon, Yi K. ; Nam, Seung L. ; Park, Soo C.",2004,10.1016/j.quaint.2014.02.004,NA,34.953,128.881,-40,SSDP102,unassigned,10,6880,alkenone,NA,temperature,SST,degC,UK37,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,"Inorder to avoid potential biases due to using different SST proxies, the paleotemperature estimates of all sediment cores were based solely on the alkenone method, converting the abundance ratios of long-chain unsaturated alkenones with two to three double bounds intoannualmeanSST",http://lipdverse.org/globalHolocene/0_23_0/SSDP102.html
LPDd23545f9,TTR-12_293G.Rodrigo-Gamiz.2014,MarineSediment,NEEDS AUTHORS!,NA,10.1002/2013PA00246,NA,NA,NA,https://doi.org/10.1594/PANGAEA.826065,36.1736,-2.7547,-1840,TTR-12 293G,unassigned,89,19402.1,alkenone,NA,temperature,SST_UK37,degC,"Sea surface temperature, annual mean",NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/TTR-12_293G.Rodrigo-Gamiz.2014.html
LPD71287822,TTR17_434G.Rodrigo-Gamiz.2014,MarineSediment,"Rodrigo-Gamiz, M. ; Martinez-Ruiz, F. ; Rampen, S. W. ; Schouten, S. ; Sinninghe Damste, J. S.",2014,10.1002/2013PA002466,NA,NA,NA,https://doi.org/10.1594/PANGAEA.826066,36.2052,-4.3122,-1108,TTR17 434G,unassigned,26.8,13728,alkenone,NA,temperature,SST_UK37,degC,"Sea surface temperature, annual mean",NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/TTR17_434G.Rodrigo-Gamiz.2014.html
diggerHogPigs,TY93-905.Kim.2004,MarineSediment,NEEDS AUTHORS!,NA,10.1594/PANGAEA.761700,NA,NA,NA,https://doi.pangaea.de/10.1594/PANGAEA.738435,11.0667,51.95,-1567,TY93-905,unassigned,0,11420,alkenone,NA,temperature,SST,degC,NA,NA,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/TY93-905.Kim.2004.html
WEBddd2abef,DajouhuPeatland.Huang.2013,Peat,"Huang, Xianyu ; Meyers, Philip A ; Jia, Chengling ; Zheng, Min ; Xue, Jiantao ; Wang, Xinxin ; Xie, Shucheng",2013,10.1177/0959683613483617,NA,NA,NA,NA,31.4667,110,1700,Dajouhu Peatland Zk-3,NA,183.33,12935.56,BNA15,NA,temperature,NA,degC,NA,NA,T,NA,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/DajouhuPeatland.Huang.2013.html
LPD7abab671,LawDome.Dahl-Jensen.1999,Rock,"Dahl-Jensen, Dorthe ; Morgan, Vin I. ; Elcheikh, Alan",1999,10.3189/172756499781821102,NA,NA,NA,NA,-66.7697,112.8069,NA,DSS,unassigned,-45,7452,borehole,NA,temperature,Temperature,degC,surface temperature,NA,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,AO,NA,http://lipdverse.org/globalHolocene/0_23_0/LawDome.Dahl-Jensen.1999.html
PYTGDOTSUKQ,BC01.Peros.2010,LakeSediment,NA,2010,10.1016/j.yqres.2009.11.010,NA,NA,NA,NA,75.18,-111.92,NA,BC01,NA,113.5,9915.5,BSi,NA,BSi,NA,percent,NA,NA,T,air@surface,Summer,positive,NA,NA,Temp12k,TRUE,DK,not sure which to use,http://lipdverse.org/globalHolocene/0_23_0/BC01.Peros.2010.html
PYT14K6I5KF,BC01.Peros.2010,LakeSediment,NA,2010,10.1016/j.yqres.2009.11.010,NA,NA,NA,NA,75.18,-111.92,NA,BC01,NA,113.5,9915.5,BSi,NA,BSi,NA,percent,NA,NA,T,air@surface,Summer,positive,NA,NA,Temp12k,TRUE,DK,not sure which to use,http://lipdverse.org/globalHolocene/0_23_0/BC01.Peros.2010.html
WEB9a26a54b,Eleanor.Gavin.2011,LakeSediment,"Gavin, Daniel G. ; Henderson, Andrew C.G. ; Westover, Karlyn S. ; Fritz, Sherilyn C. ; Walker, Ian R. ; Leng, Melanie J. ; Hu, Feng Sheng",2011,10.1016/j.quascirev.2011.03.003,NA,NA,NA,NA,47.68,-124.02,710,Eleanor Lake,WNA,-48.9,10877.1,BSi,NA,BSi,BSI,percent,NA,NA,T,air@surface,Summer,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Eleanor.Gavin.2011.html
PYTQ80LZ9WG,hallet.McKay.2009,LakeSediment,NA,2009,10.1007/s10933-008-9260-0,NA,NA,NA,NA,61.5,-146.2,1128,hallet,NA,-55.103,8193.501,BSi,NA,BSi,NA,NA,NA,NA,T,air@surface,Summer,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/hallet.McKay.2009.html
PYTIFNEXCAM,Hvitarvatn.Larsen.2013,LakeSediment,NA,2013,10.1016/j.quascirev.2013.03.010,NA,NA,NA,NA,64.6167,-19.85,422,Hvitarvatn,NA,9.042,9936.031,BSi,NA,PC1,NA,unitless,NA,NA,T,air@surface,Summer,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Hvitarvatn.Larsen.2013.html
PYT8QV5B55C,kusawa.Chakraborty.2010,LakeSediment,NA,2010,10.1016/j.yqres.2010.04.011,NA,NA,NA,NA,60.275,-136.182,671,kusawa,NA,76.54,12298.4,BSi,NA,BSi,NA,percent,NA,NA,T,air@surface,Summer,NA,NA,NA,Temp12k,TRUE,DK,"From author: ""The increase in production ... during the HTM provides further evidence of the positive relationship between warmer temperatures and primary production""",http://lipdverse.org/globalHolocene/0_23_0/kusawa.Chakraborty.2010.html
PYTKYQ4C1WD,lonespruce.Kaufman.2012,LakeSediment,NA,2012,10.1007/s10933-012-9607-4,NA,NA,NA,NA,60.007,-159.143,135,lonespruce,NA,-4.623,14523.661,BSi,NA,BSi,NA,percent,NA,NA,T,air@surface,growing,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/lonespruce.Kaufman.2012.html
LPD4d80bd37,MV99-GC31.Barron.2012,MarineSediment,"Barron, John A. ; Metcalfe, Sarah E. ; Addison, Jason A.",2012,10.1029/2011PA002235,NA,NA,NA,NA,23.4672,-111.5985,-705,MV99-GC31,WNA,824,13465,BSi,NA,percentOpal,NA,percent,Percent opal and number of diatoms/gram interpreted as inversly related to SST. Infering relative SST from upwelling. Chronology is well constrained. Passes length and resolution criteria.,Percent opal and number of diatoms/gram interpreted as inversly related to SST. Infering relative SST from upwelling. Chronology is well constrained. Passes length and resolution criteria.,T,upwelling,not specified,negative,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/MV99-GC31.Barron.2012.html
PYTK1DNFLN5,starvatn.Andresen.2006,LakeSediment,NA,2006,10.1111/j.1502-3885.2006.tb01110.x,NA,NA,NA,NA,62.05,-6.59,94,starvatn,NA,1521.231,11077.143,BSi,NA,BSi,NA,percent,NA,NA,T,air@surface,Summer,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/starvatn.Andresen.2006.html
PYTM7XW134T,Sysy-Kyuele.Biskaborn.2012,LakeSediment,NA,2012,10.1016/j.palaeo.2012.02.003,NA,NA,NA,NA,69.4,123.83,81,Sysy-Kyuele,NA,61.76,12669.7,BSi,NA,diatom_concentration,NA,mill/g,NA,NA,T,lake@surface,Summer,NA,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Sysy-Kyuele.Biskaborn.2012.html
WEB7f2f016d,WAISBubble.Fegyveresi.2016,GlacierIce,"Fegyveresi, John M. ; Alley, Richard B. ; Fitzpatrick, Joan J. ; Cuffey, Kurt M. ; McConnell, Joseph R. ; Voigt, Donald E. ; Spencer, Matthew K. ; Stevens, Nathan T.",2016,10.1002/2015PA002851,NA,NA,NA,NA,-79.4676,-112.08,1806,WAIS Divide,NA,265,5324.5,bubble density,NA,temperature,temp,degC,Modeled Equivalent Temperatures (C),Modeled Equivalent Temperatures (C),T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/WAISBubble.Fegyveresi.2016.html
GH3ae0bcef,Vouskku.Larocque.2004,LakeSediment,"LAROCQUE, I",2004,10.1016/j.quascirev.2004.04.006,NaN,NA,NA,NA,68.33,19.1,348,Vouskku Vuoskkujvri,unassigned,0,10200,chironomid,NA,temperature,NA,degC,NA,NA,T,air@surface,7,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Vouskku.Larocque.2004.html
Rlf3YywN7Sz,3MPond.Pellatt.2000,LakeSediment,NA,NA,10.1007/s10933-012-9656-8,NA,NA,NA,NA,49.9833,-121.2167,1950,3M Pond,NA,0,10714.27825,chironomid,NA,temperature,TemperatureReconstruction1,degC,NA,NA,T,NA,July air,positive,NA,WA-PLS,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/3MPond.Pellatt.2000.html
RXVKcelUtDs,BasadelaMoraLake.Tarrats.2018,LakeSediment,NA,NA,10.1177/2F0959683618788666,NA,NA,NA,NA,NA,NA,1914,Basa de la Mora Lake,NA,-52.49,9895.115,chironomid,NA,temperature,TemperatureReconstruction1,degC,NA,"Mean July air temperature, note the large offset between the estimated modern July air T and the surface sample estimate",T,NA,7,positive,NA,"WA-PLS, Norwegian-Swiss calibration dataset",Temp12k,TRUE,NA,; removed unreliable values,http://lipdverse.org/globalHolocene/0_23_0/BasadelaMoraLake.Tarrats.2018.html
WEB9fcb2df6,BCTempComp.Gavin.2013,LakeSediment,"Rosenberg, Sandra M. ; Walker, Ian R. ; Mathewes, Rolf W. ; Hallett, Douglas J.",2004,10.1191/0959683604hl703rp,"Gavin, Daniel G. ; Brubaker, Linda B. ; Greenwald, D. Noah",2004,10.1890/12-1742.1,NA,49.54,-120.82,NA,NA,WNA,-274.878,12801.875,chironomid,NA,temperature,tempAnom,degC,difference from present day temperature at site,difference from present day temperature at site,T,air@surface,7,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/BCTempComp.Gavin.2013.html
RtcHGLf9lJV,BiglandTarn.Barber.2013,LakeSediment,NA,NA,10.1007/s10933-012-9656-8,NA,NA,NA,NA,54.24,2.99,160,Bigland Tarn,NA,12,4806,chironomid,NA,temperature,TemperatureReconstruction1,degC,NA,Based on Norwegian training set,T,NA,7,positive,NA,Unknown; assuming WA-PLS,Temp12k,TRUE,SE,NA,http://lipdverse.org/globalHolocene/0_23_0/BiglandTarn.Barber.2013.html
RjOdH1MOUQD,BiglandTarn.Barber.2013,LakeSediment,NA,NA,10.1007/s10933-012-9656-8,NA,NA,NA,NA,54.24,2.99,160,Bigland Tarn,NA,12,4806,chironomid,NA,ReliabIeYN1,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,Temp12k,TRUE,SE,NA,http://lipdverse.org/globalHolocene/0_23_0/BiglandTarn.Barber.2013.html
RcHJOeUBfxw,Bjornfjell.Brooks.2006,LakeSediment,"Brooks, Stephen J.",2006,10.1016/j.quascirev.2005.03.021,NA,NA,NA,NA,68.43,18.07,510,Bjornfjell,NA,107.31,11280.43,chironomid,NA,temperature,TemperatureReconstruction1,degC,NA,Modern temperature estimated from figure,T,NA,7,positive,NA,WA-PLS,Temp12k,TRUE,SE,; removed unreliable values,http://lipdverse.org/globalHolocene/0_23_0/Bjornfjell.Brooks.2006.html
PYTIRA0OPDR,brurskardstjorni.Velle.2005,LakeSediment,NA,2005,10.1016/j.quascirev.2004.10.010,NA,NA,NA,NA,61.42,8.67,1309,brurskardstjorni,NA,-27,10900.42,chironomid,NA,temperature,NA,degC,NA,NA,T,air@surface,7,positive,NA,NA,Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/brurskardstjorni.Velle.2005.html
RYVUHRVm0es,CarletonLake(informalname).Upiter.2014,LakeSediment,"Upiter, Lindsay M. ; Vermaire, Jesse C. ; Patterson, R. Timothy ; Crann, Carley A. ; Galloway, Jennifer M. ; Macumber, Andrew L. ; Neville, Lisa A. ; Swindles, Graeme T. ; Falck, Hendrik ; Roe, Helen M. ; Pisaric, Michael F. J.",2014,10.1007/s10933-014-9775-5,NA,NA,NA,https://www.ncdc.noaa.gov/paleo-search/study/16296,64.2572,-110.1008,420,Carleton Lake (informal name),WNA,-53.9,5964.2,chironomid,NA,temperature,TemperatureReconstruction2,NA,NA,Reconstruction based on Barley et al (2006) transfer function (oC). Weaker analogues in the downcore and training set chironomid communities and therefore in my opinion the reconstructed temperatures based on the Porinchu et al (2009) training set are likely more accurate.,T,NA,7,positive,NA,WA-PLS two-component model,Temp12k,TRUE-2,NA,NA,http://lipdverse.org/globalHolocene/0_20_1/CarletonLake(informalname).Upiter.2014.html
Rkmjxk9vPEY,CarletonLake(informalname).Upiter.2014,LakeSediment,"Upiter, Lindsay M. ; Vermaire, Jesse C. ; Patterson, R. Timothy ; Crann, Carley A. ; Galloway, Jennifer M. ; Macumber, Andrew L. ; Neville, Lisa A. ; Swindles, Graeme T. ; Falck, Hendrik ; Roe, Helen M. ; Pisaric, Michael F. J.",2014,10.1007/s10933-014-9775-5,NA,NA,NA,https://www.ncdc.noaa.gov/paleo-search/study/16296,64.2572,-110.1008,420,Carleton Lake (informal name),WNA,-53.9,5964.2,chironomid,NA,temperature,TemperatureReconstruction1,degC,NA,Reconstruction based on Porinchu et al (2009) transfer function. This model had stronger analogues with the samples than the Barley et al (2006) transfer function model,T,NA,7,positive,NA,WA-PLS two-component model,Temp12k,TRUE-1,NA,NA,http://lipdverse.org/globalHolocene/0_20_1/CarletonLake(informalname).Upiter.2014.html
RvZFkpE8BK4,Deltasoe.Axford.2019,LakeSediment,NA,NA,"Axford, Y., Lasher, G.E., Kelly, M.A., Osterberg, E.C., Landis, J., Schellinger, G., Pfeiffer, A., Thompson, E., and Francis, D.R. Holocene temperature history of northwest Greenland – with new ice cap constraints and chironomid assemblages from lake Deltasoe. Quaternary Science Reviews. Accepted May 13, 2019.",NA,NA,NA,NA,76.7595,-67.61,385,Deltasoe,NA,-62,10593.2,chironomid,NA,temperature,TemperatureReconstruction1,degC,NA,"FOR15 i.e., Fortin et al. 2015 training set",T,NA,7,positive,NA,WA-PLS,Temp12k,TRUE-1,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Deltasoe.Axford.2019.html
RmE2SJeGukx,Deltasoe.Axford.2019,LakeSediment,NA,NA,"Axford, Y., Lasher, G.E., Kelly, M.A., Osterberg, E.C., Landis, J., Schellinger, G., Pfeiffer, A., Thompson, E., and Francis, D.R. Holocene temperature history of northwest Greenland – with new ice cap constraints and chironomid assemblages from lake Deltasoe. Quaternary Science Reviews. Accepted May 13, 2019.",NA,NA,NA,NA,76.7595,-67.61,385,Deltasoe,NA,-62,10593.2,chironomid,NA,temperature,TemperatureReconstruction2,NA,NA,"FRA06 i.e., Francis et al. 2006 training set",T,NA,7,positive,NA,WA with tolerance downweighting,Temp12k,TRUE-2,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/Deltasoe.Axford.2019.html
R3Ypu5QP5eP,EagleTarn.Rees.2010,LakeSediment,"Rees, Andrew B.H. ; Cwynar, Les C.",2010,10.1016/j.quascirev.2009.10.003,NA,NA,NA,NA,-42.6799,146.5914,1040,Eagle Tarn,NA,29.809,15139.173,chironomid,NA,temperature,TemperatureReconstruction1,degC,NA,"Poor GoF to temperature due to abundant poorly modelled, seemingly cold-adapted taxon. Consistent with appearance of other cold taxa, so interpreted as reliable",T,air@surface,mean temperature of the warmest quarter (TWARM),positive,NA,"WA-PLS, Tasmanian calibration set",Temp12k,TRUE,NA,NA,http://lipdverse.org/globalHolocene/0_23_0/EagleTarn.Rees.2010.html
