TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,units,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
RGGiPlqVWGy,AlanenLaanijarvi.Heinrichs.2005,LakeSediment,"Heinrichs, Markus ; Peglar, Sylvia ; Bigler, Christian ; Birks, H",2005,10.1080/03009480510012881,,,49.2,6.3,67.97,20.48,365,Alanen Laanijarvi,,-45,8565.18,chironomid,,reliable,,,,,,,,,FALSE,SE; RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/AlanenLaanijarvi.Heinrichs.2005.html
R2HkffJ85JD,AlanenLaanijarvi.Heinrichs.2005,LakeSediment,"Heinrichs, Markus ; Peglar, Sylvia ; Bigler, Christian ; Birks, H",2005,10.1080/03009480510012881,,,49.2,6.3,67.97,20.48,365,Alanen Laanijarvi,,-45,8565.18,chironomid,,nonReliabletemperature,degC,,T,,7,positive,WA-PLS,,FALSE,SE; RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/AlanenLaanijarvi.Heinrichs.2005.html
WEB27f8103d,AlfonsoBasin.StainesUrias.2015,MarineSediment,"Staines-Urias, Francisca ; Gonzalez-Yajimovich, Oscar ; Beaufort, Luc",2015,10.1016/j.yqres.2015.03.007,,,,,24.6472,-110.6,-410,Alfonso Basin,WNA,618,22174,coccolith,,GoE,,,ENSO,,1 2 3 4 5 6 7 8 9 10 11 12,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/AlfonsoBasin.StainesUrias.2015.html
WEBb2f6d867,AlfonsoBasin.StainesUrias.2015,MarineSediment,"Staines-Urias, Francisca ; Gonzalez-Yajimovich, Oscar ; Beaufort, Luc",2015,10.1016/j.yqres.2015.03.007,,,,,24.6472,-110.6,-410,Alfonso Basin,WNA,618,22174,coccolith,,GoF,,,upwelling,,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/AlfonsoBasin.StainesUrias.2015.html
GH34755740,Alley.GISP2.2000,GlacierIce,"Alley, Richard B.",2000,10.1016/S0277-3791(99)00062-1,,,,,72.6,-38.5,,GISP2,unassigned,95.141,49981,d18O,,temperature,,,T,air@surface,,positive,,Temp12k,TRUE,,"Theclassicalpaleothermometeristhestable-isotopiccompositionofaccumulatedice.Becausethevaporpres-sureofheavyawaterthatcontainingOorHislowerthanforordinaryawatercontainingonlyOorH,condensationandprecipitationduringair-masscoolingpreferentiallyremoveheavywater,depletingtheairmassofheavywatersothatfurtherprecipitationbecomesprogressivelylighter.Thecolderanairmassis,themoredepletedofheavywaterithasbecomeandthelightertheprecipitationitproducese.g.,Dansgaard,1964Robin,1983.",http://lipdverse.org/globalHolocene/0_25_5/Alley.GISP2.2000.html
GHa2c65bb2,Alley.GISP2.2000,GlacierIce,"Alley, Richard B.",2000,10.1016/S0277-3791(99)00062-1,,,,,72.6,-38.5,,GISP2,unassigned,95.141,49981,,,kyryr BP2,BP,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Alley.GISP2.2000.html
GH129d82be,Alley.GISP2.2000,GlacierIce,"Alley, Richard B.",2000,10.1016/S0277-3791(99)00062-1,,,,,72.6,-38.5,,GISP2,unassigned,95.141,49981,,,accumulation,m,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Alley.GISP2.2000.html
LPD3c79f260,Alzasca.Wirth.2013,LakeSediment,"Wirth, Stefanie B. ; Glur, Lukas ; Gilli, Adrian ; Anselmetti, Flavio S.",2013,10.1016/j.quascirev.2013.09.002,,,,,46.2667,8.5872,1855,Alzasca,unassigned,-10,10049,stratigraphy,,floods,envents/100yrs,,M,floods,Autumn,positive,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Alzasca.Wirth.2013.html
LPD76bf7115,Ammersee.Czymzik.2012,LakeSediment,"Czymzik, Markus ; Brauer, Achim ; Dulski, Peter ; Plessen, Birgit ; Naumann, Rudolf ; von Grafenstein, Ulrich ; Scheffler, Raphael",2013,10.1016/j.quascirev.2012.11.010,,,,https://doi.org/10.1594/PANGAEA.803368,48,11.1167,533,Ammersee,unassigned,-49,5513,,,Fld lay thick [mm],mm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ammersee.Czymzik.2012.html
LPD4e8704c7,Ammersee.Czymzik.2012,LakeSediment,"Czymzik, Markus ; Brauer, Achim ; Dulski, Peter ; Plessen, Birgit ; Naumann, Rudolf ; von Grafenstein, Ulrich ; Scheffler, Raphael",2013,10.1016/j.quascirev.2012.11.010,,,,https://doi.org/10.1594/PANGAEA.803368,48,11.1167,533,Ammersee,unassigned,-49,5513,,,Flood lay (spring),,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ammersee.Czymzik.2012.html
LPDe77f9fb1,Ammersee.Czymzik.2012,LakeSediment,"Czymzik, Markus ; Brauer, Achim ; Dulski, Peter ; Plessen, Birgit ; Naumann, Rudolf ; von Grafenstein, Ulrich ; Scheffler, Raphael",2013,10.1016/j.quascirev.2012.11.010,,,,https://doi.org/10.1594/PANGAEA.803368,48,11.1167,533,Ammersee,unassigned,-49,5513,,,Flood lay (summer),,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ammersee.Czymzik.2012.html
LPD4378dc78,Ammersee.Czymzik.2012,LakeSediment,"Czymzik, Markus ; Brauer, Achim ; Dulski, Peter ; Plessen, Birgit ; Naumann, Rudolf ; von Grafenstein, Ulrich ; Scheffler, Raphael",2013,10.1016/j.quascirev.2012.11.010,,,,https://doi.org/10.1594/PANGAEA.803368,48,11.1167,533,Ammersee,unassigned,-49,5513,,,Flood lay (fall),,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ammersee.Czymzik.2012.html
LPD5a9cd093,Ammersee.Czymzik.2012,LakeSediment,"Czymzik, Markus ; Brauer, Achim ; Dulski, Peter ; Plessen, Birgit ; Naumann, Rudolf ; von Grafenstein, Ulrich ; Scheffler, Raphael",2013,10.1016/j.quascirev.2012.11.010,,,,https://doi.org/10.1594/PANGAEA.803368,48,11.1167,533,Ammersee,unassigned,-49,5513,,,Flood lay (winter),,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ammersee.Czymzik.2012.html
LPDded08614,Ammersee.Czymzik.2012,LakeSediment,"Czymzik, Markus ; Brauer, Achim ; Dulski, Peter ; Plessen, Birgit ; Naumann, Rudolf ; von Grafenstein, Ulrich ; Scheffler, Raphael",2013,10.1016/j.quascirev.2012.11.010,,,,https://doi.org/10.1594/PANGAEA.803368,48,11.1167,533,Ammersee,unassigned,-49,5513,,,Flood lay (annual),floods/yr,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Ammersee.Czymzik.2012.html
catdooghatsat,Ammersee.Czymzik.2012,LakeSediment,"Czymzik, Markus ; Brauer, Achim ; Dulski, Peter ; Plessen, Birgit ; Naumann, Rudolf ; von Grafenstein, Ulrich ; Scheffler, Raphael",2013,10.1016/j.quascirev.2012.11.010,,,,https://doi.org/10.1594/PANGAEA.803368,48,11.1167,533,Ammersee,unassigned,-49,5513,stratigraphy,,100yrSum,sum,,M,flood,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Ammersee.Czymzik.2012.html
LS96VOAM01,Ammersee.vonGrafenstein.1996,LakeSediment,"von Grafenstein, Ulrich ; Erlenkeuser, Helmut ; Mueller, Jens ; Trimborn, Peter ; Alefs, Joachim",1996,10.1016/S0016-7037(96)00230-X,,,,,47.1,11.0166,533,Ammersee,,-12.08,15588.37,d18O,ostracod,d18O,permil,; archiveType changed - was originally Lake sediment (LS),T,air@surface,,positive,0.58 +- 0.11ppt/degrees C,Temp12k,TRUE,MJ,"the response of d180L to the temperature controlled variations in d18Op will be characteristic for each lake and, therefore, must be evaluated by hydrological investigations for any lake used for paleoclimatic reconstructions...d18OL of Lake Ammersee proved to be sensitive to mean air temperature variations with periods higher than 10 years and amplitudes larger than 0.3 Kelvin.",http://lipdverse.org/globalHolocene/0_25_5/Ammersee.vonGrafenstein.1996.html
LPDa91ef31f,AMP112.vanderBilt.2016,LakeSediment,"van der Bilt, Willem G.M. ; D'Andrea, William J. ; Bakke, Jostein ; Balascio, Nicholas L. ; Werner, Johannes P. ; Gjerde, Marthe ; Bradley, Raymond S.",2018,10.1016/j.quascirev.2016.10.006,,,,https://doi.org/10.1594/PANGAEA.868935,35,10.74,0,AMP112,unassigned,1144.5,12353.2,,,sampleID,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/AMP112.vanderBilt.2016.html
LPD7bedf5be,AMP112.vanderBilt.2016,LakeSediment,"van der Bilt, Willem G.M. ; D'Andrea, William J. ; Bakke, Jostein ; Balascio, Nicholas L. ; Werner, Johannes P. ; Gjerde, Marthe ; Bradley, Raymond S.",2018,10.1016/j.quascirev.2016.10.006,,,,https://doi.org/10.1594/PANGAEA.868935,35,10.74,0,AMP112,unassigned,1144.5,12353.2,,,Uk37,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/AMP112.vanderBilt.2016.html
LPDdd0e97b8,AMP112.vanderBilt.2016,LakeSediment,"van der Bilt, Willem G.M. ; D'Andrea, William J. ; Bakke, Jostein ; Balascio, Nicholas L. ; Werner, Johannes P. ; Gjerde, Marthe ; Bradley, Raymond S.",2018,10.1016/j.quascirev.2016.10.006,,,,https://doi.org/10.1594/PANGAEA.868935,35,10.74,0,AMP112,unassigned,1144.5,12353.2,alkenone,,temperature,degC,"METHOD: Calculated from UK37 (D'Andrea et al., 2016) (URI: https://doi.org/10.1016/j.gca.2015.10.031) * COMMENT: Calculated using the Group I calibration slope presented by D'Andrea et al. (2016). As we could not calibrate UK37 values to in-situ temperature observations for this study (no overlap with instrumental period) - we present the relative values generating by this algorithm.",T,sea@surface,Summer,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/AMP112.vanderBilt.2016.html
LPDd2a984fe,AMP112.vanderBilt.2016,LakeSediment,"van der Bilt, Willem G.M. ; D'Andrea, William J. ; Bakke, Jostein ; Balascio, Nicholas L. ; Werner, Johannes P. ; Gjerde, Marthe ; Bradley, Raymond S.",2018,10.1016/j.quascirev.2016.10.006,,,,https://doi.org/10.1594/PANGAEA.868935,35,10.74,0,AMP112,unassigned,1144.5,12353.2,alkenone,,T,degC,,T,,,,,,FALSE,DK,duplicate,http://lipdverse.org/globalHolocene/0_25_5/AMP112.vanderBilt.2016.html
PYTMLFNC0A7,andy.Szeicz.1995,LakeSediment,"Szeicz, Julian M. ; MacDonald, Glen M. ; Duk-Rodkin, Alejandra",1995,10.1016/0031-0182(95)00070-3,,,,,64.65,-128.0833,1360,andy,,0,13192,,,temperature,degC,,T,air@surface,coldest,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/andy.Szeicz.1995.html
PYTCPIAO06Y,andy.Szeicz.1995,LakeSediment,"Szeicz, Julian M. ; MacDonald, Glen M. ; Duk-Rodkin, Alejandra",1995,10.1016/0031-0182(95)00070-3,,,,,64.65,-128.0833,1360,andy,,0,13192,pollen,,precipitation,mm,,M,all,ANN,,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/andy.Szeicz.1995.html
PYTCLN8P1CL,andy.Szeicz.1995,LakeSediment,"Szeicz, Julian M. ; MacDonald, Glen M. ; Duk-Rodkin, Alejandra",1995,10.1016/0031-0182(95)00070-3,,,,,64.65,-128.0833,1360,andy,,0,9803,pollen,,temperature,degC,,T,air@surface,warmest+coldest,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/andy.Szeicz.1995.html
LPD053400dbb,AralSea.Chen.2008,LakeSediment,"Chen, Fahu ; Yu, Zicheng ; Yang, Meilin ; Ito, Emi ; Wang, Sumin ; Madsen, David B. ; Huang, Xiaozhong ; Zhao, Yan ; Sato, Tomonori ; John B. Birks, H. ; Boomer, Ian ; Chen, Jianhui ; An, Chengbang ; Wuennemann, Bernd",2008,10.1016/j.quascirev.2007.10.017,,,,,45,60,53,Aral Sea,unassigned,0,11000,hybrid,,AralSea,,"Composited into a relative moisture index by Wang et al., 2008",M,,not specified,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/AralSea.Chen.2008.html
PYTXFMZ1EQU,arapisto.Sarmaja-Korjonen.2007,LakeSediment,"Sarmaja-Korjonen, Kaarina ; Seppae, Heikki",2007,10.1177/0959683607077020,,,,,60.58,24.8,133,arapisto,,0,8888.5,pollen,,temperature,degC,,T,air@surface,ANN,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/arapisto.Sarmaja-Korjonen.2007.html
GH32375e73,ARC3.Belt.2010,MarineSediment,"Belt, Simon T. ; Vare, Lindsay L. ; Masse, Guillaume ; Manners, Hayley R. ; Price, John C. ; MacLachlan, Suzanne E. ; Andrews, John T. ; Schmidt, Sabine",2010,10.1016/j.quascirev.2010.06.041,,,,,74.268,-91.106,-347,ARC3,unassigned,438.9,10021.3,IP25,,IP25_flux,gcm-2yr-1,,ICE,sea@surface,spring,positive,,,FALSE,,,
GHef714694,ARC4.Belt.2010,MarineSediment,"Belt, Simon T. ; Vare, Lindsay L. ; Masse, Guillaume ; Manners, Hayley R. ; Price, John C. ; MacLachlan, Suzanne E. ; Andrews, John T. ; Schmidt, Sabine",2010,10.1016/j.quascirev.2010.06.041,,,,,69.1657,-100.6953,-61,ARC4,unassigned,83.246,7731.289,IP25,,IP25_flux,ugcm-2yr-1,; paleoData_proxy changed - was originally IP26,ICE,sea@surface,spring,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/ARC4.Belt.2010.html
GH9b315578,ARC5.Belt.2010,MarineSediment,"Belt, Simon T. ; Vare, Lindsay L. ; Masse, Guillaume ; Manners, Hayley R. ; Price, John C. ; MacLachlan, Suzanne E. ; Andrews, John T. ; Schmidt, Sabine",2010,10.1016/j.quascirev.2010.06.041,,,,,68.9908,-106.5712,-112,ARC5,unassigned,583.74,11447.375,IP25,,IP25_flux,gcm-2yr-1,; paleoData_proxy changed - was originally IP27,ICE,seaice@surface,spring,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/ARC5.Belt.2010.html
GH14c0eb87,ArolikLake.Hu.2003,LakeSediment,"Hu, F. S.",2003,10.1126/science.1088568,,,,,60,-161.1,143,ArolikLake,WNA,2407,15162.5,BSi,drysediment,Bsi_Raw,mg/g,,M,"Temperature, precipitation...( precipitation minus evaporation) and atmospheric temperature.",,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/ArolikLake.Hu.2003.html
GH47f78389,ArolikLake.Hu.2003,LakeSediment,"Hu, F. S.",2003,10.1126/science.1088568,,,,,60,-161.1,143,ArolikLake,WNA,2407,15116,,,Bsi_3pt,mg/g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/ArolikLake.Hu.2003.html
GHa66f0eec,ArolikLake.Hu.2003,LakeSediment,"Hu, F. S.",2003,10.1126/science.1088568,,,,,60,-161.1,143,ArolikLake,WNA,2380,11480,,,BSi,mg/g,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/ArolikLake.Hu.2003.html
Asia_261,Asia-LakeHuguangMaar,LakeSediment,"Yancheva, Gergana ; Nowaczyk, Norbert R. ; Mingram, Jens ; Dulski, Peter ; Schettler, Georg ; Negendank, Joerg F. W. ; Liu, Jiaqi ; Sigman, Daniel M. ; Peterson, Larry C. ; Haug, Gerald H.",2007,10.1038/nature05431,,,,,21.15,110.283,,Lake Huguang Maar,unassigned,128.39,16252.17,MS,,MS,cgs,,M,@surface,winter,positive,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Asia-LakeHuguangMaar.html
Asia_300,Asia-LianhuaCave,Speleothem,"Cosford, Jason ; Qing, Hairuo ; Mattey, Dave ; Eglington, Bruce ; Zhang, Meiliang",2009,10.1016/j.palaeo.2009.05.020,,,,,29.483,109.533,635,Lianhua Cave,unassigned,-56,6588,,,distance,cm,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Asia-LianhuaCave.html
Asia_301,Asia-LianhuaCave,Speleothem,"Cosford, Jason ; Qing, Hairuo ; Mattey, Dave ; Eglington, Bruce ; Zhang, Meiliang",2009,10.1016/j.palaeo.2009.05.020,,,,,29.483,109.533,635,Lianhua Cave,unassigned,-56,6588,d18O,,d18O,permil,,M,P/E Lake,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Asia-LianhuaCave.html
Asia_302,Asia-LianhuaCave,Speleothem,"Cosford, Jason ; Qing, Hairuo ; Mattey, Dave ; Eglington, Bruce ; Zhang, Meiliang",2009,10.1016/j.palaeo.2009.05.020,,,,,29.483,109.533,635,Lianhua Cave,unassigned,-56,6588,,,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Asia-LianhuaCave.html
M2L1r9snju2P,Atocas.Gauthier.1981,LakeSediment,,,,,,,,45.54,-73.31,114,,,0,11977,pollen,,temperature,degC,,T,air@surface,warmest month,,MAT,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Atocas.Gauthier.1981.html
M2Lr58abc8kP,Atocas.Gauthier.1981,LakeSediment,,,,,,,,45.54,-73.31,114,,,0,11977,pollen,,temperature,degC,,T,air@surface,coldest month,,MAT,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Atocas.Gauthier.1981.html
M2L68fmqq0lP,Atocas.Gauthier.1981,LakeSediment,,,,,,,,45.54,-73.31,114,,,0,11977,pollen,,temperature,degC,,T,air@surface,1 2 3 4 5 6 7 8 9 10 11 12,,MAT,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Atocas.Gauthier.1981.html
M2L8ciiy861P,Atocas.Gauthier.1981,LakeSediment,,,,,,,,45.54,-73.31,114,,,0,11977,pollen,,precipitation,mm,,P,@surface,1 2 3 4 5 6 7 8 9 10 11 12,,MAT,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Atocas.Gauthier.1981.html
Aus_143,Aus-KempWimmeraLakes,LakeSediment,"Kemp, Justine ; Radke, Lynda C. ; Olley, Jon ; Juggins, Steve ; De Deckker, Patrick",2012,10.1016/j.yqres.2011.09.013,,,,,-36.8007,141.8025,131,Northwest Jacka Lake,unassigned,-50,5570,ostracod,reconstruction from ostracod assemblage,salinity,g/L,,M,P/E Lake,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-KempWimmeraLakes.html
Aus_144,Aus-KempWimmeraLakes,LakeSediment,"Kemp, Justine ; Radke, Lynda C. ; Olley, Jon ; Juggins, Steve ; De Deckker, Patrick",2012,10.1016/j.yqres.2011.09.013,,,,,-36.8007,141.8025,131,Northwest Jacka Lake,unassigned,-50,7721,particle size,quartz sand grain,sand,"grams/dry weight, sediment 130um",; paleoData_proxy changed - was originally sand,W,HemisphericWesterlyWind,,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-KempWimmeraLakes.html
Aus_146,Aus-KempWimmeraLakes,LakeSediment,"Kemp, Justine ; Radke, Lynda C. ; Olley, Jon ; Juggins, Steve ; De Deckker, Patrick",2012,10.1016/j.yqres.2011.09.013,,,,,-36.8007,141.8025,131,Northwest Jacka Lake,unassigned,0,10197.59,ostracod,reconstruction from ostracod assemblage,salinity,g/L,,M,P/E Lake,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-KempWimmeraLakes.html
Aus_147,Aus-KempWimmeraLakes,LakeSediment,"Kemp, Justine ; Radke, Lynda C. ; Olley, Jon ; Juggins, Steve ; De Deckker, Patrick",2012,10.1016/j.yqres.2011.09.013,,,,,-36.8007,141.8025,131,Northwest Jacka Lake,unassigned,0,11394.79,particle size,quartz sand grain,sand,"grams/dry weight, sediment 130um",; paleoData_proxy changed - was originally sand,W,HemisphericWesterlyWind,,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-KempWimmeraLakes.html
Aus_149,Aus-KempWimmeraLakes,LakeSediment,"Kemp, Justine ; Radke, Lynda C. ; Olley, Jon ; Juggins, Steve ; De Deckker, Patrick",2012,10.1016/j.yqres.2011.09.013,,,,,-36.8007,141.8025,131,Northwest Jacka Lake,unassigned,399.35,4386.79,d18O,ostracod test,d18O,permil,,M,P/E Lake,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-KempWimmeraLakes.html
Aus_150,Aus-KempWimmeraLakes,LakeSediment,"Kemp, Justine ; Radke, Lynda C. ; Olley, Jon ; Juggins, Steve ; De Deckker, Patrick",2012,10.1016/j.yqres.2011.09.013,,,,,-36.8007,141.8025,131,Northwest Jacka Lake,unassigned,399.35,11394.79,d18O,ostracod test,d18O,permil,,M,P/E Lake,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-KempWimmeraLakes.html
Aus_151,Aus-KempWimmeraLakes,LakeSediment,"Kemp, Justine ; Radke, Lynda C. ; Olley, Jon ; Juggins, Steve ; De Deckker, Patrick",2012,10.1016/j.yqres.2011.09.013,,,,,-36.8007,141.8025,131,Northwest Jacka Lake,unassigned,399.35,10051.59,d18O,ostracod test,d18O,permil,,M,P/E Lake,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-KempWimmeraLakes.html
Aus_164,Aus-MarxUpperSnowy,LakeSediment,"Marx, Samuel K. ; Kamber, Balz S. ; McGowan, Hamish A. ; Denholm, John",2011,10.1016/j.quascirev.2011.07.015,,,,,-36.463,148.299,1937,Snowy River,unassigned,7.095,6493.024,,,sampleID,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-MarxUpperSnowy.html
Aus_166,Aus-MarxUpperSnowy,LakeSediment,"Marx, Samuel K. ; Kamber, Balz S. ; McGowan, Hamish A. ; Denholm, John",2011,10.1016/j.quascirev.2011.07.015,,,,,-36.463,148.299,1937,Snowy River,unassigned,7.095,6493.024,,Dust,dust,g/m2/yr,,W,Wind Strength E/P Hemispheric Westerly Wind Rainfall Catchment,,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-MarxUpperSnowy.html
Aus_169,Aus-MorosMurrayCanyon,MarineSediment,"Moros, Matthias ; De Deckker, Patrick ; Jansen, Eystein ; Perner, Kerstin ; Telford, Richard J.",2009,10.1016/j.quascirev.2009.04.007,,,,,-36.733,136.55,,Murray Canyon,unassigned,0,32512.649,d18O,biogenic calcite,d18O,permil,,ENSO,Water Column,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-MorosMurrayCanyon.html
Aus_170,Aus-MorosMurrayCanyon,MarineSediment,"Moros, Matthias ; De Deckker, Patrick ; Jansen, Eystein ; Perner, Kerstin ; Telford, Richard J.",2009,10.1016/j.quascirev.2009.04.007,,,,,-36.733,136.55,,Murray Canyon,unassigned,0,32429.639,d18O,biogenic calcite,d18O,permil,,W,Westerly wind strength E/P,winter,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-MorosMurrayCanyon.html
Aus_171,Aus-MorosMurrayCanyon,MarineSediment,"Moros, Matthias ; De Deckker, Patrick ; Jansen, Eystein ; Perner, Kerstin ; Telford, Richard J.",2009,10.1016/j.quascirev.2009.04.007,,,,,-36.733,136.55,,Murray Canyon,unassigned,0,9972.373,,biogenic calcite,d13C,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-MorosMurrayCanyon.html
Aus_235,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,52.182,8663.323,,Sediment,MS,cgs,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_234,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,164.839,8663.323,,Sediment,density,g/cm3,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_239,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,-53.65,9480.55,varves,Sediment,Laminae,,; paleoData_proxy changed - was originally Laminae,M,P/E LakeCatchment,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_243,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,-28.95,9455.85,,Sediment,waterContent,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_244,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,-28.95,9455.85,,Sediment,LOI,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_248,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,-53.65,9357.05,particle size,Subset of Sediment,sedimentWeight,percent,; paleoData_proxy changed - was originally grain size,M,P/E LakeCatchment,,negative,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_257,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,551.697,11522.894,particle size,Subset of Sediment,sedimentWeight,percent,; paleoData_proxy changed - was originally grain size,M,P/E LakeCatchment,,negative,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_258,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,551.697,11357.605,CaCO3,Subset of Sediment,CaCO3,percent,,M,P/E LakeCatchment,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_265,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,522.7,11560.857,CaCO3,Sediment,CaCO3,percent,,M,P/E LakeCatchment,,negative,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
Aus_263,Aus-WilkinsKeilambeteGnotuk,LakeSediment,NEEDS AUTHORS!,,10.1177/0959683612472017,,,,,-38.2135,142.989,104,Lake Keilambete,unassigned,522.7,3127.865,CaCO3,,CaCO3,percent,,M,P/E LakeCatchment,,negative,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/Aus-WilkinsKeilambeteGnotuk.html
